kepler_name,kepoi_name,koi_period,koi_duration,koi_prad,koi_teq,koi_insol,koi_impact,koi_depth,koi_steff,koi_slogg,koi_srad,koi_model_snr,Actual,Predicted,Probability
,K00184.01,7.300735516,5.78725,13.32,1086.0,328.98,0.446,13052.0,6434.0,4.394,1.138,1640.0,FALSE POSITIVE,CONFIRMED,0.775
,K00594.01,16.88954693,3.41,2.39,878.0,141.6,0.537,421.1,5767.0,4.438,1.0,23.0,FALSE POSITIVE,CANDIDATE,0.775
Kepler-405 c,K03057.01,29.72722,3.45,3.02,557.0,22.7,0.744,1010.2,5815.0,4.54,0.877,19.4,CONFIRMED,CONFIRMED,0.775
,K02343.01,29.0726293,2.516,2.32,614.0,33.69,0.682,439.6,5799.0,4.37,1.042,20.9,FALSE POSITIVE,CONFIRMED,0.775
,K03091.02,7.9069765,4.634,1.13,994.0,230.28,0.038,126.1,6347.0,4.464,0.996,8.3,CANDIDATE,CANDIDATE,0.77
,K06274.01,18.1772927,4.703,1.5,737.0,69.62,0.039,213.1,6158.0,4.455,1.026,7.9,CANDIDATE,CANDIDATE,0.77
,K02957.01,4.64490141,2.456,0.76,832.0,113.62,0.058,106.4,4786.0,4.54,0.77,11.7,CANDIDATE,CANDIDATE,0.77
Kepler-296 e,K01422.05,34.1420506,2.945,1.06,248.0,0.89,0.105,788.0,3526.0,4.866,0.383,13.3,CONFIRMED,CONFIRMED,0.77
,K07617.01,12.9284553,2.49,0.64,343.0,3.26,0.2446,297.9,3578.0,4.893,0.375,8.2,CANDIDATE,CANDIDATE,0.77
Kepler-795 b,K01218.01,29.6193891,4.9595,1.74,580.0,26.79,0.046,314.7,5618.0,4.401,0.996,42.5,CONFIRMED,CONFIRMED,0.765
Kepler-1429 b,K03110.01,4.48494315,2.752,1.23,1199.0,488.22,0.3,134.9,6217.0,4.437,1.051,12.4,CONFIRMED,CANDIDATE,0.765
Kepler-1285 b,K02593.01,14.7966306,5.613,0.98,874.0,138.25,0.182,56.1,6175.0,4.299,1.307,22.4,CONFIRMED,CONFIRMED,0.765
Kepler-364 b,K02153.02,25.7457957,7.073,1.73,753.0,75.97,0.661,140.3,6103.0,4.202,1.383,19.3,CONFIRMED,CONFIRMED,0.765
,K05479.01,18.347081,2.825,5.65,855.0,126.14,0.1988,1126.6,5465.0,3.968,1.702,11.6,CANDIDATE,CANDIDATE,0.765
Kepler-154 b,K00435.03,33.0405509,3.3613,2.36,561.0,23.4,0.431,577.4,5688.0,4.415,0.971,27.5,CONFIRMED,CONFIRMED,0.765
,K01051.01,6.79685353,3.1702,2.01,985.0,222.91,0.62,393.1,6061.0,4.486,0.97,29.8,CANDIDATE,CONFIRMED,0.765
,K04957.02,4.98792404,1.618,0.73,485.0,13.07,0.069,346.2,3606.0,4.859,0.395,9.7,CANDIDATE,CANDIDATE,0.765
,K02770.01,205.385912,8.681,2.11,200.0,0.38,0.008,1248.7,4400.0,4.659,0.624,24.3,CANDIDATE,CONFIRMED,0.765
,K04358.01,106.957467,7.006,2.4,394.0,5.7,0.705,539.6,6075.0,4.486,0.969,11.7,CANDIDATE,CANDIDATE,0.765
,K00416.03,9.74765878,2.62,0.78,679.0,50.3,0.658,102.0,5176.0,4.612,0.738,11.6,CANDIDATE,CANDIDATE,0.765
,K01984.01,22.06402,4.1,2.67,712.0,60.81,0.941,388.7,6232.0,4.432,1.09,31.5,CANDIDATE,CONFIRMED,0.765
,K02305.01,31.0325991,3.476,2.64,561.0,23.41,0.611,737.4,5841.0,4.52,0.931,17.6,CANDIDATE,CONFIRMED,0.765
,K03410.02,61.569765,9.75,2.44,530.0,18.66,0.486,298.3,5626.0,4.149,1.389,10.9,CANDIDATE,CANDIDATE,0.76
Kepler-210 c,K00676.01,7.972510087,2.9754,3.22,497.0,14.45,0.739,3139.0,3912.0,4.728,0.533,206.7,CONFIRMED,CONFIRMED,0.76
,K01871.01,92.7297248,6.83,2.81,276.0,1.38,0.857,1257.5,4580.0,4.641,0.675,43.3,CANDIDATE,CONFIRMED,0.76
Kepler-185 c,K00569.01,20.72904234,2.8066,1.94,530.0,18.68,0.559,561.7,4979.0,4.538,0.803,31.6,CONFIRMED,CONFIRMED,0.76
,K04871.01,4.08197713,2.943,0.6,1372.0,836.88,0.328,26.2,6538.0,4.339,1.156,9.3,CANDIDATE,CANDIDATE,0.76
,K02720.01,6.57159435,3.1044,1.26,1211.0,507.81,0.751,65.7,6042.0,4.139,1.432,30.7,CANDIDATE,CONFIRMED,0.76
Kepler-426 b,K00195.01,3.217518511,2.11481,11.38,1185.0,464.73,0.638,14319.0,5720.0,4.473,0.903,1287.4,CONFIRMED,CONFIRMED,0.76
Kepler-927 b,K01683.01,9.11500269,4.558,1.78,906.0,159.34,0.675,268.3,5962.0,4.431,1.028,21.7,CONFIRMED,CONFIRMED,0.755
,K04647.02,12.008552,4.613,2.08,1016.0,251.93,0.901,76.6,5303.0,3.87,1.964,11.8,CANDIDATE,CANDIDATE,0.755
,K02508.01,7.10397925,1.5398,1.51,818.0,105.84,0.192,370.5,5488.0,4.584,0.789,16.8,FALSE POSITIVE,CANDIDATE,0.755
Kepler-345 b,K01977.02,7.41556471,1.973,0.79,622.0,35.37,0.434,150.4,4500.0,4.656,0.646,11.8,CONFIRMED,CANDIDATE,0.755
,K04849.01,3.19938075,1.761,0.62,1026.0,262.08,0.268,76.1,5483.0,4.632,0.702,9.8,CANDIDATE,CANDIDATE,0.755
,K06925.01,12.9489256,2.162,0.94,416.0,7.09,0.0847,331.0,3867.0,4.734,0.525,7.2,CANDIDATE,CANDIDATE,0.755
,K01671.01,1.480283464,2.486,0.97,1822.0,2597.27,0.058,60.5,5897.0,4.25,1.259,21.3,CANDIDATE,CONFIRMED,0.755
,K06182.01,19.2405821,4.99,1.19,565.0,24.17,0.258,207.4,5031.0,4.485,0.848,9.0,CANDIDATE,CANDIDATE,0.75
,K04992.01,12.5747207,2.896,1.45,693.0,54.46,0.588,323.3,5654.0,4.59,0.774,10.5,CANDIDATE,CANDIDATE,0.75
,K01271.01,162.0479502,9.8974,11.52,437.0,8.65,0.663,4840.5,6309.0,4.16,1.567,370.2,CANDIDATE,CONFIRMED,0.75
Kepler-376 c,K02278.01,14.17222858,2.6297,2.39,873.0,137.33,0.869,246.8,5845.0,4.2,1.314,24.5,CONFIRMED,CONFIRMED,0.75
,K07270.01,19.2532128,1.674,1.42,692.0,54.13,0.247,219.3,6060.0,4.495,0.953,7.4,CANDIDATE,CANDIDATE,0.75
Kepler-965 b,K01826.01,134.2520474,9.0636,3.43,393.0,5.63,0.001,832.1,5818.0,4.276,1.2,57.2,CONFIRMED,CONFIRMED,0.745
Kepler-380 c,K02333.02,7.63008196,2.78,1.39,1056.0,293.67,0.628,124.0,6038.0,4.284,1.191,18.6,CONFIRMED,CONFIRMED,0.745
,K02163.03,28.2251049,2.354,1.59,625.0,36.13,0.778,201.3,6014.0,4.436,1.021,8.9,CANDIDATE,CANDIDATE,0.745
,K03384.01,10.54841329,1.872,3.89,899.0,154.84,1.017,102.9,6047.0,4.387,1.092,11.7,CANDIDATE,CANDIDATE,0.745
,K00779.01,10.405998015,6.5036,11.23,833.0,113.94,0.324,14489.0,5746.0,4.393,0.924,745.2,FALSE POSITIVE,CONFIRMED,0.745
,K01899.02,10.5226374,3.864,1.08,976.0,213.96,0.806,68.9,6327.0,4.327,1.175,8.9,CANDIDATE,CANDIDATE,0.745
Kepler-953 c,K01792.03,9.10969334,5.3181,1.32,873.0,137.45,0.761,126.4,5611.0,4.388,1.073,47.8,CONFIRMED,CONFIRMED,0.745
,K02921.01,16.6146221,2.706,1.49,604.0,31.48,0.017,361.2,5295.0,4.548,0.8,10.6,CANDIDATE,CANDIDATE,0.745
,K00777.01,40.4195037,3.362,7.51,467.0,11.29,0.911,6256.0,5446.0,4.507,0.781,36.9,CANDIDATE,CANDIDATE,0.74
,K07539.01,15.3416245,2.126,1.3,605.0,31.63,0.0481,269.6,5061.0,4.504,0.814,9.2,CANDIDATE,CANDIDATE,0.74
,K01119.01,7.24476126,2.3145,0.65,837.0,116.02,0.04,58.0,5370.0,4.494,0.874,27.2,FALSE POSITIVE,CONFIRMED,0.74
Kepler-365 c,K02163.02,17.7838298,3.997,1.6,729.0,66.87,0.115,247.1,6014.0,4.436,1.021,18.7,CONFIRMED,CONFIRMED,0.74
,K04346.01,6.39269778,2.138,1.21,890.0,148.31,0.011,174.3,5248.0,4.416,0.943,11.3,CANDIDATE,CANDIDATE,0.74
,K01605.01,4.93913074,1.362,24.03,1182.0,461.47,1.167,382.9,5956.0,4.324,1.17,22.0,FALSE POSITIVE,CANDIDATE,0.74
,K04541.02,17.236085,4.209,1.98,721.0,63.85,0.04,330.0,5543.0,4.318,1.111,10.4,CANDIDATE,CANDIDATE,0.735
,K02357.01,2.42088277,2.812,2.27,1616.0,1615.12,0.227,223.3,5583.0,4.077,1.53,20.7,CANDIDATE,CONFIRMED,0.735
,K06970.01,40.7698541,2.997,1.87,585.0,27.73,0.202,239.8,5884.0,4.306,1.21,8.8,CANDIDATE,CANDIDATE,0.735
Kepler-98 b,K00299.01,1.541676547,1.9118,1.88,1592.0,1517.84,0.362,296.5,5533.0,4.337,1.089,94.1,CONFIRMED,CONFIRMED,0.735
,K06749.01,18.3602239,2.352,2.04,637.0,38.9,0.1819,574.6,5713.0,4.551,0.856,12.4,FALSE POSITIVE,CANDIDATE,0.735
Kepler-256 e,K00939.04,10.6816951,3.605,2.3,897.0,152.75,0.646,307.8,5553.0,4.221,1.25,21.9,CONFIRMED,CONFIRMED,0.73
Kepler-1122 b,K02152.01,42.1918331,7.083,2.35,526.0,18.08,0.067,488.7,5520.0,4.339,1.08,25.7,CONFIRMED,CONFIRMED,0.73
Kepler-368 b,K02175.01,26.8475962,10.068,3.2,800.0,96.89,0.457,254.1,5508.0,3.897,1.988,39.2,CONFIRMED,CONFIRMED,0.73
,K03007.01,11.1916199,2.1,1.47,782.0,88.34,0.895,166.4,5646.0,4.464,0.956,11.9,CANDIDATE,CANDIDATE,0.73
,K05563.01,7.62210397,1.902,3.8,1422.0,965.88,0.323,146.1,5222.0,3.556,3.162,9.2,CANDIDATE,CANDIDATE,0.73
,K01082.04,9.6550473,2.752,1.45,705.0,58.36,0.124,313.1,4999.0,4.49,0.843,12.2,CANDIDATE,CANDIDATE,0.73
Kepler-471 b,K00131.01,5.014234733,4.589,10.63,1308.0,692.13,0.066,6536.0,6490.0,4.32,1.307,794.3,CONFIRMED,CONFIRMED,0.73
Kepler-719 b,K00903.01,5.007316661,4.2362,6.96,998.0,234.28,0.344,6932.3,5865.0,4.563,0.827,431.4,CONFIRMED,CONFIRMED,0.73
Kepler-1359 b,K02828.01,59.4969009,5.404,2.92,369.0,4.36,0.406,1262.1,4817.0,4.499,0.833,23.2,CONFIRMED,CONFIRMED,0.73
,K03469.01,60.532988,7.086,1.91,420.0,7.36,0.618,467.5,5631.0,4.557,0.847,23.8,CANDIDATE,CONFIRMED,0.725
,K07708.01,6.70242786,1.221,1.82,1367.0,827.56,0.369,65.3,5466.0,3.735,2.224,8.8,CANDIDATE,CANDIDATE,0.725
,K02732.04,24.5607107,8.679,1.13,787.0,90.55,0.374,55.2,6170.0,4.192,1.499,14.9,CANDIDATE,CANDIDATE,0.725
,K03787.01,141.73403059,1.5851,10.3,329.0,2.77,0.912,7736.4,5606.0,4.478,0.918,157.4,FALSE POSITIVE,CANDIDATE,0.725
,K06546.01,3.39401963,2.984,1.03,1306.0,689.16,0.166,98.4,6181.0,4.431,1.029,10.0,CANDIDATE,CANDIDATE,0.725
Kepler-55 f,K00904.05,10.19849255,2.4283,1.75,559.0,23.11,0.714,634.1,4500.0,4.656,0.646,21.4,CONFIRMED,CONFIRMED,0.725
Kepler-506 b,K00257.01,6.88341278,2.0674,2.63,1080.0,321.63,0.083,487.4,6139.0,4.359,1.193,35.4,CONFIRMED,CONFIRMED,0.72
,K03401.01,17.9559673,6.237,1.96,750.0,74.61,0.979,137.0,5641.0,4.258,1.195,11.9,CANDIDATE,CANDIDATE,0.72
Kepler-1269 b,K02530.01,37.3331165,7.643,2.5,657.0,44.17,0.851,187.8,5623.0,4.079,1.588,22.5,CONFIRMED,CONFIRMED,0.72
Kepler-937 b,K01718.01,67.6690554,9.556,3.39,495.0,14.24,0.354,961.1,6127.0,4.356,1.08,37.2,CONFIRMED,CONFIRMED,0.72
,K06489.01,14.05652256,2.56,2.39,878.0,141.6,0.537,421.1,5767.0,4.438,1.0,23.0,CANDIDATE,CANDIDATE,0.72
Kepler-154 f,K00435.06,9.91937693,4.326,1.32,838.0,116.43,0.163,186.7,5688.0,4.415,0.971,18.8,CONFIRMED,CONFIRMED,0.72
,K04504.02,8.119343,3.558,1.5,794.0,94.08,0.032,350.4,5490.0,4.557,0.81,8.2,CANDIDATE,CANDIDATE,0.715
,K04861.01,29.1206519,2.89,1.6,528.0,18.43,0.195,415.5,5671.0,4.582,0.788,9.7,CANDIDATE,CANDIDATE,0.715
Kepler-1642 c,K06166.02,6.6513189,2.135,4.81,1095.0,340.06,0.064,1058.4,5254.0,4.05,1.514,15.3,CONFIRMED,CANDIDATE,0.715
Kepler-144 b,K00369.01,5.88527364,1.9531,1.59,1253.0,583.47,0.622,112.7,6070.0,4.157,1.431,27.4,CONFIRMED,CONFIRMED,0.715
,K06329.01,12.4701111,3.616,2.06,1074.0,313.87,0.569,89.7,5623.0,3.877,2.109,9.3,CANDIDATE,CANDIDATE,0.715
,K02971.02,31.9533679,8.424,1.65,725.0,65.15,0.773,106.1,6313.0,4.228,1.467,15.2,CANDIDATE,CANDIDATE,0.715
Kepler-1447 b,K03260.01,56.6746666,5.516,4.01,522.0,17.59,0.626,883.1,5541.0,4.189,1.295,22.7,CONFIRMED,CONFIRMED,0.715
Kepler-706 b,K00855.01,41.408316686,5.0264,11.38,453.0,9.93,0.377,22839.0,5522.0,4.586,0.747,907.8,CONFIRMED,CONFIRMED,0.715
Kepler-214 c,K00693.01,28.7796446,8.349,1.95,619.0,34.65,0.886,253.2,6000.0,4.45,1.044,36.5,CONFIRMED,CONFIRMED,0.715
Kepler-937 c,K01718.02,153.348739,12.205,2.14,377.0,4.78,0.261,388.0,6127.0,4.356,1.08,12.7,CONFIRMED,CANDIDATE,0.715
Kepler-575 b,K00488.01,9.3789167,3.3427,2.03,803.0,98.22,0.671,563.5,5684.0,4.493,0.808,42.6,CONFIRMED,CONFIRMED,0.715
Kepler-1567 b,K04202.01,153.979362,9.028,2.53,330.0,2.82,0.036,792.5,5858.0,4.502,0.903,16.1,CONFIRMED,CANDIDATE,0.71
Kepler-1176 b,K02286.01,24.1738244,3.056,2.21,595.0,29.69,0.251,532.6,5468.0,4.427,0.968,21.5,CONFIRMED,CONFIRMED,0.71
,K04435.02,17.8693759,6.886,0.81,759.0,78.58,0.259,63.0,6328.0,4.456,1.013,9.8,CANDIDATE,CANDIDATE,0.71
,K02835.01,6.30922043,1.3251,1.37,606.0,31.73,0.118,691.2,4380.0,4.71,0.53,22.5,CANDIDATE,CONFIRMED,0.71
Kepler-415 c,K01194.01,8.70798309,2.4904,2.01,543.0,20.59,0.063,1419.6,4362.0,4.722,0.554,28.1,CONFIRMED,CONFIRMED,0.71
,K02415.01,5.25419589,2.9878,2.12,1093.0,338.15,0.007,461.8,6123.0,4.472,0.987,26.1,CANDIDATE,CONFIRMED,0.71
,K04588.01,7.53737498,3.966,0.93,1210.0,506.84,0.225,41.1,6483.0,4.206,1.436,11.3,CANDIDATE,CANDIDATE,0.71
Kepler-3 b,K00003.01,4.887803076,2.36255,4.82,800.0,96.67,0.054,4315.8,4778.0,4.591,0.763,862.3,CONFIRMED,CONFIRMED,0.71
Kepler-675 b,K00780.01,2.337437946,1.9982,2.34,1070.0,311.16,0.28,971.2,5005.0,4.595,0.765,82.4,CONFIRMED,CONFIRMED,0.71
,K04507.01,132.778041,5.624,10.38,357.0,3.83,0.735,9036.0,5780.0,4.438,1.0,10.6,FALSE POSITIVE,CANDIDATE,0.705
,K04480.01,58.7488629,3.191,1.75,425.0,7.7,0.186,473.6,5574.0,4.505,0.805,13.6,CANDIDATE,CANDIDATE,0.705
,K05703.01,247.372131,3.271,2.47,290.0,1.67,0.4257,513.4,5780.0,4.438,1.0,12.4,FALSE POSITIVE,CANDIDATE,0.705
,K05232.01,476.39752,12.13,1.82,261.0,1.09,0.2293,287.8,6300.0,4.401,1.064,11.1,FALSE POSITIVE,CANDIDATE,0.705
Kepler-1218 b,K02389.01,22.9221181,8.2,1.33,684.0,51.7,0.603,140.3,5897.0,4.357,1.081,24.0,CONFIRMED,CONFIRMED,0.705
Kepler-31 d,K00935.03,87.6476068,8.871,4.0,484.0,12.94,0.147,1009.6,6035.0,4.22,1.257,37.5,CONFIRMED,CONFIRMED,0.7
,K00533.02,3.52467888,2.484,1.46,1098.0,344.61,0.976,129.7,5372.0,4.434,0.916,12.3,CANDIDATE,CANDIDATE,0.7
,K04907.01,4.04481159,2.479,0.67,1325.0,729.15,0.393,33.0,6358.0,4.359,1.141,7.5,CANDIDATE,CANDIDATE,0.7
Kepler-243 c,K00857.02,20.0261412,1.611,2.28,559.0,23.14,0.957,421.2,5237.0,4.572,0.826,10.7,CONFIRMED,CANDIDATE,0.7
,K05007.02,80.881757,12.568,2.27,581.0,26.91,0.335,142.7,5934.0,3.945,1.885,12.2,CANDIDATE,CANDIDATE,0.7
,K01636.02,14.5862195,2.733,1.17,702.0,57.32,0.0133,202.2,5904.0,4.565,0.819,9.3,FALSE POSITIVE,CANDIDATE,0.7
,K04716.02,12.26708306,2.7,2.39,878.0,141.6,0.537,421.1,5767.0,4.438,1.0,23.0,CANDIDATE,CANDIDATE,0.7
,K07088.01,2.68814059,1.12,0.92,1135.0,392.64,0.532,145.2,5636.0,4.613,0.734,9.1,CANDIDATE,CANDIDATE,0.7
,K03367.01,25.3736543,2.619,1.88,653.0,42.92,0.265,372.9,6195.0,4.47,0.966,10.6,CANDIDATE,CANDIDATE,0.695
Kepler-1159 b,K02253.01,22.7082375,3.503,1.72,677.0,49.67,0.032,298.8,6170.0,4.472,0.992,22.0,CONFIRMED,CONFIRMED,0.695
,K05721.01,61.224558,4.103,2.76,525.0,17.89,0.571,544.2,6343.0,4.408,1.14,9.7,FALSE POSITIVE,CANDIDATE,0.695
Kepler-643 b,K00674.01,16.33888067,9.3599,10.47,963.0,203.31,0.256,1718.4,4877.0,3.645,2.595,201.9,CONFIRMED,CONFIRMED,0.695
,K03089.01,0.858546796,1.1,0.88,1671.0,1846.35,0.241,106.1,5269.0,4.491,0.864,12.2,CANDIDATE,CANDIDATE,0.695
,K05583.01,20.5858591,3.069,1.31,586.0,27.85,0.7233,260.2,5523.0,4.526,0.753,6.6,CANDIDATE,CANDIDATE,0.695
,K06182.02,28.684308,4.64,1.35,512.0,16.27,0.0138,282.3,5243.0,4.49,0.821,9.1,CANDIDATE,CANDIDATE,0.695
,K07741.01,125.288206,3.695,1.5,363.0,4.1,0.066,241.6,5881.0,4.48,0.973,9.4,FALSE POSITIVE,CANDIDATE,0.69
,K00789.01,14.1798187,2.505,1.88,711.0,60.35,0.1601,459.9,5799.0,4.539,0.878,11.2,FALSE POSITIVE,CANDIDATE,0.69
Kepler-1381 b,K02898.01,25.384175,3.576,2.44,649.0,42.01,0.245,594.0,6137.0,4.471,0.994,15.8,CONFIRMED,CANDIDATE,0.69
Kepler-372 d,K02195.02,30.0899459,6.654,2.25,660.0,44.79,0.907,242.6,6056.0,4.332,1.209,16.6,CONFIRMED,CONFIRMED,0.69
Kepler-219 d,K00718.03,47.903427,6.191,3.55,598.0,30.17,0.918,379.3,5788.0,4.16,1.495,34.1,CONFIRMED,CONFIRMED,0.69
Kepler-825 c,K01342.02,8.18182189,2.4566,1.77,981.0,218.9,0.655,299.6,6224.0,4.404,0.969,27.4,CONFIRMED,CONFIRMED,0.69
,K01758.01,5.59728249,1.795,3.28,930.0,176.53,0.473,1407.3,5610.0,4.551,0.858,30.8,CANDIDATE,CONFIRMED,0.69
Kepler-882 b,K01528.01,3.989544192,1.591,0.93,903.0,157.1,0.085,190.0,5229.0,4.643,0.688,26.2,CONFIRMED,CONFIRMED,0.69
Kepler-298 c,K01430.02,22.92886314,2.0831,2.08,416.0,7.09,0.805,908.9,4463.0,4.677,0.611,21.3,CONFIRMED,CONFIRMED,0.69
,K00734.02,70.2780911,2.466,2.54,434.0,8.38,0.07,781.6,5955.0,4.52,0.91,14.9,CANDIDATE,CANDIDATE,0.685
,K02471.01,25.8859397,4.548,1.66,542.0,20.35,0.922,217.1,5190.0,4.446,0.899,16.1,CANDIDATE,CONFIRMED,0.685
Kepler-256 b,K00939.03,1.620467654,2.1888,1.57,1681.0,1893.42,0.271,159.6,5553.0,4.221,1.25,22.7,CONFIRMED,CONFIRMED,0.685
Kepler-540 b,K00374.01,172.7046083,11.347,2.85,355.0,3.77,0.004,659.1,5851.0,4.302,1.116,92.9,CONFIRMED,CONFIRMED,0.685
Kepler-436 b,K02529.02,64.0019669,4.724,2.48,322.0,2.55,0.701,1112.5,4652.0,4.617,0.697,14.2,CONFIRMED,CANDIDATE,0.685
,K00145.01,102.9641952,15.735,39.0,797.0,95.4,0.922,1896.7,5047.0,3.066,7.119,86.1,CANDIDATE,CANDIDATE,0.685
,K04318.01,14.8162925,4.973,1.57,912.0,163.33,0.857,108.2,6356.0,4.27,1.325,12.5,CANDIDATE,CANDIDATE,0.685
Kepler-527 b,K00333.01,13.28536452,6.283,4.03,1157.0,423.65,0.774,377.6,6534.0,3.973,1.9,26.8,CONFIRMED,CONFIRMED,0.68
,K03773.01,1.103978,0.74,2.39,878.0,105.8,0.537,421.1,5767.0,4.438,1.0,23.0,FALSE POSITIVE,CANDIDATE,0.68
,K01982.01,4.88753111,2.034,2.45,1003.0,239.11,0.147,679.6,5568.0,4.499,0.957,17.4,CANDIDATE,CANDIDATE,0.68
Kepler-200 c,K00654.02,10.22215697,1.1939,1.72,806.0,99.68,0.911,238.2,5675.0,4.459,0.915,13.6,CONFIRMED,CANDIDATE,0.68
Kepler-292 e,K01364.03,11.97884409,3.751,2.11,678.0,49.87,0.073,707.9,5296.0,4.538,0.808,27.8,CONFIRMED,CONFIRMED,0.68
Kepler-1174 b,K02282.01,6.89226333,2.4921,2.13,1156.0,422.14,0.061,214.4,5862.0,4.148,1.463,22.4,CONFIRMED,CONFIRMED,0.68
Kepler-755 b,K01050.01,1.269091415,1.4647,1.41,1331.0,740.47,0.412,340.9,5041.0,4.576,0.766,73.5,CONFIRMED,CONFIRMED,0.68
,K07759.01,6.2253374,4.388,1.92,1378.0,851.73,0.692,108.6,6263.0,4.024,1.726,11.8,CANDIDATE,CANDIDATE,0.68
,K03300.02,24.2416103,5.137,1.61,596.0,29.92,0.069,323.4,5763.0,4.527,0.904,10.8,FALSE POSITIVE,CANDIDATE,0.68
Kepler-1136 b,K02193.01,2.361724472,1.2167,1.53,922.0,170.59,0.009,587.0,4478.0,4.615,0.651,34.6,CONFIRMED,CONFIRMED,0.68
,K00269.01,18.01164974,6.7367,1.83,900.0,155.37,0.924,107.8,6477.0,4.224,1.459,60.8,CANDIDATE,CONFIRMED,0.68
,K06145.03,7.3138454,2.273,2.73,1263.0,601.53,0.893,247.7,6486.0,4.136,1.485,9.2,CANDIDATE,CANDIDATE,0.675
Kepler-998 b,K01885.01,5.65378163,1.9483,1.82,1020.0,256.14,0.439,366.8,5988.0,4.507,0.934,37.8,CONFIRMED,CONFIRMED,0.675
,K05776.01,198.6004,3.53,4.6,458.0,10.45,0.648,300.8,5357.0,3.641,2.522,9.8,CANDIDATE,CANDIDATE,0.675
Kepler-383 b,K02413.01,12.90467523,3.28,1.49,545.0,20.91,0.553,412.4,4513.0,4.574,0.722,21.2,CONFIRMED,CONFIRMED,0.675
Kepler-1019 b,K01937.01,1.411230023,1.4325,1.71,1164.0,436.04,0.851,388.2,4575.0,4.564,0.737,89.3,CONFIRMED,CONFIRMED,0.675
,K07858.01,1.60375114,1.498,0.82,1688.0,1918.63,0.54,51.0,5818.0,4.292,1.116,9.4,FALSE POSITIVE,CANDIDATE,0.675
,K04903.01,386.828262,5.045,6.54,340.0,3.15,0.953,1024.9,6384.0,4.107,1.615,19.7,FALSE POSITIVE,CANDIDATE,0.675
,K03680.01,141.2415405,6.7645,11.49,352.0,3.62,0.12,12990.0,5705.0,4.397,1.017,380.9,CANDIDATE,CONFIRMED,0.675
,K00974.01,53.5057611,10.5616,2.52,675.0,49.16,0.46,195.6,6247.0,4.016,1.762,71.2,CANDIDATE,CONFIRMED,0.675
,K05688.01,14.5555096,2.07,2.03,594.0,29.45,0.528,725.0,5176.0,4.612,0.738,8.1,CANDIDATE,CANDIDATE,0.675
Kepler-254 c,K00934.02,12.41216347,3.739,2.58,787.0,90.65,0.021,611.3,5561.0,4.362,1.06,25.6,CONFIRMED,CONFIRMED,0.675
,K03503.01,21.1876185,3.69,0.79,676.0,49.23,0.777,71.7,6355.0,4.547,0.849,8.5,CANDIDATE,CANDIDATE,0.675
,K04287.01,13.12297275,2.234,1.29,1030.0,266.05,0.885,43.7,6134.0,4.065,1.665,12.9,CANDIDATE,CANDIDATE,0.67
,K06455.01,501.90703,12.43,1.83,254.0,0.99,0.0805,306.9,6316.0,4.413,1.036,10.3,FALSE POSITIVE,CANDIDATE,0.67
,K05762.01,12.63063129,2.212,1.37,689.0,53.17,0.017,300.8,5579.0,4.58,0.798,9.5,CANDIDATE,CANDIDATE,0.67
,K02775.01,17.57704569,2.022,27.21,673.0,48.33,1.25,670.0,5653.0,4.442,0.901,19.1,CANDIDATE,CANDIDATE,0.67
,K01945.02,17.1181036,1.29,1.22,654.0,43.25,0.4346,167.7,5576.0,4.515,0.929,6.1,CANDIDATE,CANDIDATE,0.67
,K07219.01,542.52829,11.06,1.07,266.0,1.19,0.3252,75.2,6099.0,4.204,1.212,11.2,FALSE POSITIVE,CANDIDATE,0.67
,K06148.01,23.19923256,2.09,2.39,878.0,141.6,0.537,421.1,5767.0,4.438,1.0,23.0,FALSE POSITIVE,CANDIDATE,0.67
,K03209.01,11.91256675,6.126,2.61,1242.0,562.27,0.174,123.1,6337.0,3.893,2.335,27.8,CANDIDATE,CONFIRMED,0.67
,K06272.01,3.31587688,3.152,1.27,1097.0,342.77,0.688,185.6,5385.0,4.476,0.875,11.4,FALSE POSITIVE,CANDIDATE,0.67
Kepler-1164 b,K02261.01,3.97599629,2.2029,1.11,936.0,181.47,0.331,206.0,5143.0,4.561,0.778,27.3,CONFIRMED,CONFIRMED,0.67
,K04762.01,11.56722589,2.507,1.29,568.0,24.64,0.242,373.7,4597.0,4.59,0.691,11.5,CANDIDATE,CANDIDATE,0.665
Kepler-915 b,K01632.01,4.59489816,3.1381,1.85,1319.0,716.65,0.953,109.7,6056.0,4.217,1.381,27.7,CONFIRMED,CONFIRMED,0.665
Kepler-1642 b,K06166.01,12.2064304,2.407,5.41,895.0,151.44,0.104,1337.2,5254.0,4.05,1.514,16.2,CONFIRMED,CANDIDATE,0.665
,K04444.01,5.94373492,1.847,1.14,674.0,48.82,0.197,301.0,4391.0,4.598,0.682,13.2,CANDIDATE,CANDIDATE,0.665
,K03148.01,11.50528603,2.098,1.83,912.0,163.79,0.461,260.2,6355.0,4.41,1.108,11.4,FALSE POSITIVE,CANDIDATE,0.665
,K04967.01,43.581043,6.883,1.94,558.0,22.89,0.277,348.7,6225.0,4.45,1.031,8.7,CANDIDATE,CANDIDATE,0.665
,K05842.01,57.7749373,4.731,1.85,524.0,17.82,0.044,283.6,6277.0,4.417,1.097,10.4,CANDIDATE,CANDIDATE,0.665
